outcome_voted,control_group,treat_civic,treat_hawthorne,treat_self,treat_neighbors,sex,age,g2000,g2002,median_income,p2004,democrat
0,1,0,0,0,0,male,55,1,1,42209,1,0
1,0,1,0,0,0,male,54,1,1,50003,1,0
0,0,0,0,0,1,female,42,1,0,60749,0,0
0,1,0,0,0,0,male,47,1,0,36864,1,0
0,0,1,0,0,0,male,51,1,1,69201,0,0
1,0,0,1,0,0,female,81,1,1,43773,0,0
0,0,1,0,0,0,female,47,1,0,92629,1,0
0,0,0,0,0,1,male,35,1,1,45994,1,0
0,0,1,0,0,0,male,49,1,1,63560,1,0
1,0,0,0,0,1,male,49,1,1,39598,1,0
0,1,0,0,0,0,female,41,1,0,47920,0,0
1,0,0,1,0,0,male,66,1,1,49745,1,1
0,0,0,0,0,1,female,32,1,1,41165,1,0
0,1,0,0,0,0,female,49,0,1,34727,1,1
1,1,0,0,0,0,male,62,1,1,53865,1,0
0,1,0,0,0,0,male,63,1,1,54837,1,1
1,0,0,0,1,0,male,86,1,0,41219,0,0
1,1,0,0,0,0,male,48,1,1,30921,1,0
0,1,0,0,0,0,male,41,1,1,50610,0,0
1,0,0,0,1,0,female,63,1,1,71239,0,1
0,0,0,0,1,0,female,64,1,1,38393,0,0
0,0,0,0,0,1,male,59,1,1,52335,0,1
0,1,0,0,0,0,male,56,1,1,66576,0,0
0,1,0,0,0,0,male,45,1,1,44324,0,0
0,0,0,0,1,0,female,36,1,0,50633,1,0
1,0,0,0,1,0,male,42,1,1,74545,1,0
0,0,0,0,0,1,female,24,0,0,118146,0,0
0,0,0,1,0,0,female,53,1,1,61723,1,0
0,0,1,0,0,0,female,50,1,0,39052,0,1
0,1,0,0,0,0,male,64,1,1,38040,1,0
0,0,0,0,1,0,female,77,1,1,63082,0,1
0,1,0,0,0,0,female,48,1,1,59141,1,0
0,0,0,0,1,0,female,35,1,1,77596,0,0
0,0,1,0,0,0,male,22,0,0,48646,0,0
0,0,0,0,0,1,male,72,1,1,48450,1,0
0,1,0,0,0,0,female,49,1,1,66143,0,0
0,1,0,0,0,0,female,45,1,1,109413,1,0
0,0,0,0,0,1,male,45,1,1,43262,0,1
1,1,0,0,0,0,female,51,1,1,51959,0,0
0,0,0,1,0,0,female,51,1,1,39635,0,0
1,1,0,0,0,0,male,52,1,1,55962,1,0
1,0,0,0,1,0,male,52,1,1,50633,0,0
1,1,0,0,0,0,female,62,1,1,39050,1,1
0,1,0,0,0,0,female,35,1,1,118146,1,0
1,0,0,0,1,0,female,48,1,1,64245,0,0
0,0,0,0,1,0,male,54,1,1,52588,1,0
0,0,0,0,0,1,male,47,1,1,41214,1,0
0,0,0,0,0,1,male,40,1,1,55066,1,0
0,1,0,0,0,0,female,62,1,1,54425,0,1
0,1,0,0,0,0,female,34,1,1,49884,0,1
1,1,0,0,0,0,female,68,1,1,42213,1,0
1,0,0,0,0,1,male,65,1,1,42625,1,0
0,0,0,1,0,0,male,49,1,1,60972,1,0
0,1,0,0,0,0,female,54,0,1,36324,1,1
0,1,0,0,0,0,female,46,1,1,63693,0,0
1,1,0,0,0,0,female,47,1,1,47920,0,0
1,1,0,0,0,0,female,43,1,1,33880,1,0
1,1,0,0,0,0,male,64,0,1,44977,0,0
0,0,1,0,0,0,female,62,1,0,72685,0,0
1,0,0,0,1,0,male,68,1,1,51262,1,0
0,1,0,0,0,0,female,24,0,0,43458,0,0
0,1,0,0,0,0,female,92,1,1,62039,1,0
1,0,0,1,0,0,female,52,1,0,85920,1,0
0,0,0,1,0,0,female,66,1,1,56128,0,1
0,1,0,0,0,0,male,25,0,0,68383,0,0
0,1,0,0,0,0,male,59,1,1,76342,1,0
1,1,0,0,0,0,female,54,1,1,69977,0,0
0,1,0,0,0,0,male,57,0,0,109413,1,0
0,1,0,0,0,0,male,61,1,1,53660,1,0
1,1,0,0,0,0,male,66,1,1,84858,0,0
0,1,0,0,0,0,male,42,1,1,59457,0,0
0,1,0,0,0,0,male,55,1,1,65413,1,0
0,0,1,0,0,0,female,45,1,1,109413,1,0
1,1,0,0,0,0,female,49,1,1,75724,1,0
0,0,1,0,0,0,male,47,1,1,60846,0,0
0,0,0,1,0,0,female,68,1,1,43458,1,0
0,1,0,0,0,0,female,25,0,0,45773,0,0
0,1,0,0,0,0,male,43,0,0,79760,1,0
0,1,0,0,0,0,female,39,1,0,31549,1,1
0,1,0,0,0,0,female,47,1,0,69630,0,0
1,1,0,0,0,0,male,66,1,1,79760,0,0
0,1,0,0,0,0,female,72,1,0,55625,1,0
0,1,0,0,0,0,female,69,0,1,67217,0,0
0,0,0,1,0,0,female,26,1,0,46822,0,0
0,0,1,0,0,0,female,41,1,0,35118,1,0
0,1,0,0,0,0,male,31,1,1,41648,1,0
0,0,0,0,1,0,female,50,1,1,73734,0,1
1,1,0,0,0,0,female,50,1,1,32353,0,1
1,0,0,1,0,0,male,23,0,0,41212,1,0
0,0,0,1,0,0,male,61,1,1,57450,0,0
0,0,0,0,1,0,female,36,1,1,81841,1,0
0,1,0,0,0,0,male,66,0,1,71528,1,0
0,1,0,0,0,0,female,78,1,1,44503,0,1
0,0,0,0,0,1,female,44,1,1,50882,0,0
0,1,0,0,0,0,female,60,1,1,37313,1,0
0,1,0,0,0,0,male,46,1,0,37411,1,0
1,0,0,0,0,1,male,56,1,1,43838,1,0
1,1,0,0,0,0,male,42,1,1,67217,0,1
1,0,0,0,0,1,female,50,1,0,42670,0,0
1,0,0,0,1,0,female,67,1,1,68539,1,0
1,1,0,0,0,0,female,77,0,1,55550,0,0
1,1,0,0,0,0,male,49,1,1,63341,0,0
1,0,0,0,0,1,male,44,1,0,48646,0,0
1,0,0,0,1,0,female,58,1,1,43773,0,0
0,0,1,0,0,0,male,55,0,1,48097,0,0
0,1,0,0,0,0,female,65,1,1,39043,0,0
0,0,0,0,1,0,female,49,1,1,57564,0,0
1,0,0,1,0,0,female,68,1,0,42286,1,1
0,1,0,0,0,0,male,56,1,1,76342,1,0
0,0,0,0,0,1,female,45,0,1,44310,1,0
1,0,0,0,0,1,female,69,1,1,32266,1,0
0,1,0,0,0,0,male,55,1,1,51857,0,0
0,1,0,0,0,0,male,56,1,1,51959,0,0
0,1,0,0,0,0,female,56,1,1,96635,0,0
0,0,0,1,0,0,male,61,1,1,73734,0,0
0,1,0,0,0,0,male,39,1,1,51857,0,0
1,1,0,0,0,0,male,40,1,1,53472,0,0
0,0,0,0,0,1,female,53,1,1,50009,0,1
1,0,1,0,0,0,male,50,1,1,42463,0,0
0,0,0,1,0,0,male,72,1,1,51857,0,0
0,1,0,0,0,0,female,47,1,1,47134,1,0
0,0,0,0,0,1,male,59,1,1,47449,1,0
1,1,0,0,0,0,male,50,1,1,51109,0,1
1,1,0,0,0,0,female,56,1,1,95828,0,0
0,1,0,0,0,0,female,23,0,0,63341,0,0
0,1,0,0,0,0,female,53,1,1,60994,0,0
0,1,0,0,0,0,male,52,1,1,91497,1,0
1,0,0,1,0,0,female,59,1,1,59211,0,0
1,1,0,0,0,0,female,49,1,1,45863,0,1
1,0,1,0,0,0,male,48,1,1,118146,1,0
1,1,0,0,0,0,male,80,1,1,49306,1,0
0,1,0,0,0,0,female,43,1,0,48938,0,0
0,1,0,0,0,0,male,67,1,1,51959,0,1
0,1,0,0,0,0,male,67,1,1,72453,1,0
1,1,0,0,0,0,female,43,1,1,65651,0,1
0,1,0,0,0,0,female,50,1,1,42450,0,0
0,1,0,0,0,0,female,57,1,1,41848,0,0
0,1,0,0,0,0,female,73,1,0,49547,1,1
0,0,0,0,0,1,female,40,1,1,42113,1,0
0,1,0,0,0,0,female,59,1,1,49116,0,0
1,0,0,0,1,0,female,35,1,1,65651,1,0
0,1,0,0,0,0,male,42,0,1,43458,1,0
0,1,0,0,0,0,female,64,1,1,53454,0,0
0,1,0,0,0,0,female,51,1,1,47466,0,1
0,1,0,0,0,0,female,38,1,1,53377,0,0
1,1,0,0,0,0,female,44,1,1,67333,0,0
0,1,0,0,0,0,male,60,1,1,54837,0,0
0,0,1,0,0,0,female,41,1,1,55936,0,0
0,1,0,0,0,0,female,63,1,1,52465,0,0
1,1,0,0,0,0,male,57,1,1,73460,0,1
0,0,0,0,0,1,female,24,0,0,39052,1,1
0,0,1,0,0,0,male,63,1,1,43479,1,0
0,1,0,0,0,0,female,55,1,0,96691,0,0
1,1,0,0,0,0,male,42,1,1,118146,0,0
1,1,0,0,0,0,male,59,1,1,77321,1,0
1,0,1,0,0,0,female,57,1,1,39792,0,0
1,0,0,0,1,0,female,80,1,1,58503,1,0
0,0,0,0,0,1,male,26,1,1,66646,1,0
0,1,0,0,0,0,female,68,1,1,35430,0,0
1,0,0,1,0,0,female,59,1,1,52345,1,0
1,1,0,0,0,0,female,39,1,1,68383,0,0
1,0,0,0,0,1,male,36,1,1,91497,1,0
0,1,0,0,0,0,female,60,1,0,71736,1,0
0,0,0,0,0,1,female,44,1,1,80809,0,0
0,1,0,0,0,0,female,38,1,1,70184,1,0
0,1,0,0,0,0,female,37,1,1,53377,0,0
1,0,0,1,0,0,female,60,1,1,54736,0,1
0,1,0,0,0,0,male,42,1,1,69868,0,0
0,1,0,0,0,0,female,72,1,1,52969,1,1
1,0,0,0,1,0,female,46,1,0,102422,1,1
1,0,0,0,0,1,female,38,1,1,72685,0,0
0,0,0,0,1,0,female,62,1,0,60749,1,0
1,0,0,0,0,1,male,55,1,1,51003,1,0
0,1,0,0,0,0,female,52,1,0,60488,0,0
0,1,0,0,0,0,female,59,1,1,73460,1,0
1,1,0,0,0,0,female,52,1,1,60846,1,1
1,0,1,0,0,0,male,49,1,1,52960,0,0
0,1,0,0,0,0,male,39,0,0,95828,0,0
1,1,0,0,0,0,female,64,1,1,47419,0,0
0,0,0,0,1,0,male,58,1,0,64809,0,0
0,0,0,1,0,0,female,38,0,0,40153,0,0
0,0,1,0,0,0,male,30,1,0,109088,0,0
0,0,0,0,1,0,male,45,1,1,71956,0,0
0,0,0,1,0,0,female,77,1,0,63341,1,0
1,0,1,0,0,0,female,90,1,1,38345,0,0
0,1,0,0,0,0,male,51,1,1,118146,1,0
1,1,0,0,0,0,male,66,1,1,55659,0,0
0,1,0,0,0,0,female,30,1,1,52697,1,0
0,1,0,0,0,0,female,50,1,1,72207,0,1
0,1,0,0,0,0,female,60,0,1,72207,1,0
0,0,1,0,0,0,male,51,1,1,61321,1,0
0,0,1,0,0,0,female,41,1,1,52588,1,0
0,0,0,1,0,0,male,61,1,1,32000,1,1
0,1,0,0,0,0,female,42,0,1,60749,0,0
0,0,0,0,0,1,male,42,0,0,45863,0,0
1,1,0,0,0,0,male,68,1,1,47074,1,0
0,1,0,0,0,0,male,39,1,0,51385,1,0
1,1,0,0,0,0,female,61,1,1,53337,0,1
1,0,0,1,0,0,female,48,0,1,68435,0,0
0,1,0,0,0,0,female,58,1,1,54120,1,0
0,1,0,0,0,0,female,24,0,0,95828,0,0
1,0,0,0,0,1,female,57,1,1,90405,1,0
1,1,0,0,0,0,male,39,1,1,65390,1,0
0,1,0,0,0,0,male,80,1,1,43458,0,0
0,1,0,0,0,0,male,49,1,1,66640,0,0
1,1,0,0,0,0,male,66,1,1,116049,0,0
0,1,0,0,0,0,female,45,1,0,76342,1,0
1,0,0,1,0,0,male,24,0,0,74769,1,0
1,1,0,0,0,0,female,55,0,1,51262,1,1
1,1,0,0,0,0,female,79,1,1,97699,1,0
1,0,0,1,0,0,female,81,1,1,45994,0,0
0,0,0,0,0,1,female,70,1,1,109088,1,0
1,1,0,0,0,0,male,66,0,1,48646,1,0
0,1,0,0,0,0,female,57,1,1,78946,0,0
1,1,0,0,0,0,male,49,0,1,42463,0,0
0,1,0,0,0,0,male,61,1,1,52345,1,0
0,1,0,0,0,0,male,34,1,1,54120,0,1
0,1,0,0,0,0,female,64,1,1,68929,0,0
0,1,0,0,0,0,male,50,1,1,48097,0,0
1,0,0,0,1,0,male,37,1,0,73460,0,0
1,1,0,0,0,0,male,56,1,1,48506,1,0
1,0,0,0,1,0,male,81,1,1,42534,0,0
1,0,0,0,0,1,male,51,1,0,95828,0,1
1,0,0,1,0,0,female,23,0,0,95828,1,0
0,0,0,0,0,1,female,47,1,0,85885,1,0
0,1,0,0,0,0,male,44,1,1,71736,0,0
0,1,0,0,0,0,female,65,1,1,51288,1,1
1,0,0,0,1,0,male,35,1,1,109413,0,0
0,0,1,0,0,0,male,59,0,0,47067,1,0
0,1,0,0,0,0,male,28,1,0,118146,0,0
1,0,1,0,0,0,female,39,1,1,75247,1,0
0,1,0,0,0,0,male,57,1,1,51354,0,0
0,1,0,0,0,0,male,55,1,1,52821,0,0
0,1,0,0,0,0,female,46,1,1,57473,0,0
0,1,0,0,0,0,male,58,1,1,43458,1,0
1,0,0,0,0,1,male,55,1,1,54707,1,0
0,0,0,1,0,0,female,51,1,1,54425,1,0
0,1,0,0,0,0,male,52,1,1,89614,1,0
1,1,0,0,0,0,female,58,1,0,52366,0,1
0,0,0,1,0,0,female,74,1,1,47917,1,0
1,1,0,0,0,0,female,41,0,1,69868,0,0
1,0,1,0,0,0,female,74,1,1,65406,0,0
1,0,0,0,0,1,male,67,1,1,45000,1,0
1,0,0,0,1,0,female,49,1,1,41219,1,0
0,0,0,0,0,1,male,34,1,1,71736,0,0
0,0,1,0,0,0,female,52,1,1,51857,0,1
1,0,0,1,0,0,male,47,0,1,40956,1,0
1,0,0,0,1,0,female,45,1,1,60442,1,0
1,0,0,0,0,1,female,42,1,1,121141,0,0
0,0,1,0,0,0,male,48,1,1,56246,0,0
0,1,0,0,0,0,male,55,1,1,118146,1,0
0,1,0,0,0,0,male,40,0,1,50820,1,0
0,1,0,0,0,0,female,24,0,0,64891,0,0
0,1,0,0,0,0,female,56,1,1,45084,0,1
1,0,0,0,0,1,male,74,0,1,47941,1,0
0,1,0,0,0,0,male,68,1,1,36864,1,0
1,1,0,0,0,0,female,40,1,1,54837,1,0
1,0,1,0,0,0,male,63,1,1,81830,1,0
0,1,0,0,0,0,male,41,1,1,37005,1,0
1,0,1,0,0,0,male,64,1,1,55936,1,0
1,1,0,0,0,0,male,66,1,1,45863,0,0
0,1,0,0,0,0,male,26,0,0,45250,0,0
0,0,0,0,1,0,female,41,1,1,68383,0,0
0,1,0,0,0,0,female,42,1,1,67570,0,0
1,0,0,0,0,1,male,66,1,1,116049,1,0
1,0,0,0,1,0,male,52,1,1,44688,0,0
0,0,0,1,0,0,female,55,1,1,52697,0,0
0,1,0,0,0,0,female,71,1,1,50514,0,0
0,1,0,0,0,0,male,24,0,0,54837,0,0
0,1,0,0,0,0,female,55,1,1,53402,0,0
1,1,0,0,0,0,female,48,1,1,118146,0,0
0,1,0,0,0,0,male,40,1,1,45192,1,0
1,1,0,0,0,0,male,52,1,1,50238,0,0
0,0,0,1,0,0,male,63,1,1,35709,0,1
0,0,0,1,0,0,female,43,1,1,49051,1,0
0,0,0,0,0,1,male,76,1,1,59211,1,0
0,1,0,0,0,0,female,52,1,1,60749,0,0
1,1,0,0,0,0,male,75,1,1,36681,1,0
0,0,0,1,0,0,male,39,1,1,59457,0,0
0,0,0,0,1,0,male,52,1,0,72997,1,0
1,1,0,0,0,0,male,26,0,1,55962,0,0
1,1,0,0,0,0,female,53,1,1,53660,0,0
0,0,1,0,0,0,male,42,1,1,60335,1,1
0,1,0,0,0,0,female,61,1,1,74315,1,0
1,1,0,0,0,0,female,37,1,1,74315,0,1
0,0,0,0,1,0,male,56,1,1,43895,1,1
0,0,1,0,0,0,male,69,1,1,62039,0,1
1,0,0,0,0,1,female,61,1,1,32750,1,0
0,1,0,0,0,0,male,68,1,0,70230,0,0
0,0,0,1,0,0,male,69,1,1,46620,0,0
1,0,0,0,1,0,female,41,1,1,51473,0,0
1,0,0,1,0,0,female,53,1,0,40153,1,1
1,0,1,0,0,0,female,57,1,0,91497,0,1
0,0,1,0,0,0,male,69,1,1,63082,1,0
0,0,0,1,0,0,female,48,0,1,47002,0,0
0,0,0,1,0,0,male,26,1,0,75247,0,1
1,0,0,0,1,0,male,58,0,1,29036,1,0
1,1,0,0,0,0,male,57,1,1,55936,1,0
0,0,0,0,1,0,male,59,1,1,65390,1,0
0,0,1,0,0,0,female,42,1,1,79413,0,0
0,0,0,0,0,1,female,53,1,1,50633,1,0
0,1,0,0,0,0,female,46,1,1,72997,0,0
1,0,0,0,0,1,male,44,1,1,138884,0,0
0,1,0,0,0,0,female,51,1,1,50072,1,0
0,1,0,0,0,0,female,56,1,1,32042,1,1
0,0,1,0,0,0,female,48,1,1,54837,1,0
1,0,0,1,0,0,male,55,1,1,44084,1,0
0,1,0,0,0,0,male,62,1,1,50469,1,0
0,0,0,1,0,0,female,44,1,1,60815,1,0
0,1,0,0,0,0,male,49,1,1,54094,0,0
0,1,0,0,0,0,male,47,1,1,62023,1,0
0,1,0,0,0,0,male,47,1,1,51262,0,0
1,0,1,0,0,0,male,75,1,1,60126,1,0
1,0,0,0,1,0,male,86,1,1,61439,0,1
1,1,0,0,0,0,male,65,1,0,47669,1,0
1,1,0,0,0,0,male,58,1,1,56426,1,0
0,1,0,0,0,0,female,68,1,1,57564,0,0
0,0,1,0,0,0,male,26,1,1,44688,0,0
0,1,0,0,0,0,female,41,1,1,68435,1,1
1,1,0,0,0,0,female,68,1,1,42750,1,0
0,1,0,0,0,0,female,62,1,1,50633,1,0
0,0,0,1,0,0,female,41,1,1,52821,0,0
0,1,0,0,0,0,female,44,1,1,48450,1,1
0,1,0,0,0,0,female,58,1,1,82975,0,1
1,1,0,0,0,0,male,65,0,1,61276,1,0
1,1,0,0,0,0,male,43,1,1,55500,1,0
0,1,0,0,0,0,male,31,1,1,54837,0,0
0,0,0,0,0,1,female,42,1,1,64245,0,0
1,1,0,0,0,0,female,45,1,1,41974,1,0
0,1,0,0,0,0,female,61,1,1,54079,0,0
0,0,0,0,1,0,male,61,1,1,64245,0,0
1,1,0,0,0,0,male,46,1,1,109413,1,0
0,1,0,0,0,0,female,76,1,1,38040,0,1
1,0,0,0,0,1,female,58,0,1,60972,0,0
0,1,0,0,0,0,male,24,0,0,57080,0,0
0,1,0,0,0,0,male,58,1,1,121141,0,0
0,1,0,0,0,0,female,64,1,1,43895,0,1
0,1,0,0,0,0,female,57,1,1,65232,1,0
0,0,0,1,0,0,male,64,1,1,95828,0,0
0,1,0,0,0,0,female,30,1,1,54837,0,0
0,1,0,0,0,0,female,87,1,1,46976,1,0
0,1,0,0,0,0,female,54,1,1,95828,0,1
0,1,0,0,0,0,male,42,1,1,32266,1,0
0,0,0,1,0,0,male,53,1,1,71307,1,0
1,0,0,1,0,0,male,68,1,1,52345,1,0
0,0,0,0,0,1,female,24,0,0,70230,0,0
0,0,0,0,0,1,male,23,0,0,67570,1,0
0,1,0,0,0,0,male,45,1,1,66640,0,0
0,1,0,0,0,0,female,24,0,0,64245,0,0
0,0,0,1,0,0,male,69,1,1,44324,0,0
0,1,0,0,0,0,male,55,1,1,71307,0,0
1,0,0,0,0,1,male,43,1,0,91497,1,0
0,0,0,0,1,0,female,49,1,1,85333,0,0
1,1,0,0,0,0,female,55,1,1,67893,1,0
0,1,0,0,0,0,female,83,1,1,43512,0,1
0,0,0,0,1,0,male,66,1,1,68383,0,0
1,0,0,0,0,1,male,24,0,0,59211,1,0
1,0,0,1,0,0,female,78,1,1,42113,1,0
0,0,0,0,1,0,female,58,1,1,68383,0,0
0,1,0,0,0,0,male,41,1,1,60749,0,0
0,1,0,0,0,0,male,76,1,1,76342,1,0
0,1,0,0,0,0,male,81,1,1,26698,0,1
0,0,1,0,0,0,male,41,0,1,41111,1,0
0,0,0,1,0,0,female,45,1,1,68383,0,0
1,1,0,0,0,0,female,59,1,1,45773,0,0
0,0,1,0,0,0,male,33,1,1,41212,1,0
0,0,0,1,0,0,male,56,1,0,51857,0,0
0,1,0,0,0,0,male,53,1,1,138884,0,0
1,1,0,0,0,0,female,45,1,1,78049,1,0
0,1,0,0,0,0,male,50,1,1,42670,1,0
0,0,0,1,0,0,female,37,0,0,60846,0,0
0,0,0,1,0,0,female,53,1,1,59211,0,0
0,1,0,0,0,0,male,30,1,0,54079,0,0
1,1,0,0,0,0,female,67,1,1,60255,1,0
0,1,0,0,0,0,female,41,1,1,48646,0,0
0,1,0,0,0,0,male,29,1,1,43832,1,0
0,0,0,0,1,0,female,23,0,0,74769,0,0
0,0,1,0,0,0,male,76,1,1,51109,0,0
1,0,1,0,0,0,male,58,1,1,72157,0,1
0,1,0,0,0,0,female,43,1,0,60126,1,0
1,1,0,0,0,0,female,61,1,1,49306,1,1
0,0,0,0,0,1,male,57,1,1,67570,1,0
1,0,0,0,1,0,female,81,1,1,44084,1,0
0,0,1,0,0,0,female,54,1,0,65232,1,0
1,1,0,0,0,0,male,64,1,1,72470,1,0
0,0,0,0,1,0,male,54,1,1,53660,1,0
0,1,0,0,0,0,female,62,1,1,51959,1,0
0,0,0,1,0,0,female,62,1,1,44688,0,0
0,0,0,1,0,0,female,53,1,1,72207,0,0
0,1,0,0,0,0,female,58,1,0,64212,1,0
0,1,0,0,0,0,female,55,1,1,43119,1,1
1,0,0,1,0,0,male,44,1,0,73460,0,0
0,0,0,0,1,0,female,54,1,1,65406,0,0
1,0,1,0,0,0,male,44,1,1,31975,1,0
0,0,0,0,0,1,female,89,1,1,54736,0,0
0,1,0,0,0,0,female,48,1,1,80809,0,0
1,1,0,0,0,0,male,22,0,0,65413,0,0
0,1,0,0,0,0,female,22,0,0,62473,0,1
0,1,0,0,0,0,female,42,1,1,95828,0,0
1,1,0,0,0,0,male,28,1,1,46554,1,0
0,1,0,0,0,0,male,58,1,1,74315,0,0
0,1,0,0,0,0,female,24,0,0,52722,0,0
1,1,0,0,0,0,male,53,1,0,42760,0,0
0,1,0,0,0,0,female,39,1,1,39598,0,0
0,1,0,0,0,0,male,43,1,0,54094,0,0
0,1,0,0,0,0,female,56,0,1,72453,0,0
0,1,0,0,0,0,male,47,0,0,51863,1,0
0,1,0,0,0,0,male,49,1,0,60846,0,0
1,1,0,0,0,0,male,55,1,1,75724,1,0
0,1,0,0,0,0,male,46,1,1,52345,1,0
0,1,0,0,0,0,female,68,1,1,54120,1,1
0,0,0,0,1,0,female,32,0,1,43458,1,1
0,1,0,0,0,0,female,42,1,1,120269,1,0
0,1,0,0,0,0,male,60,1,1,50003,0,0
0,1,0,0,0,0,male,39,1,1,76011,0,0
0,0,0,0,1,0,female,83,1,1,36996,0,0
0,1,0,0,0,0,female,45,1,1,47126,1,0
0,0,1,0,0,0,male,49,1,1,61495,0,0
0,0,0,0,1,0,female,26,1,0,116049,0,0
1,0,0,0,0,1,male,43,1,1,50882,1,0
1,0,0,1,0,0,male,32,1,1,48081,1,0
1,1,0,0,0,0,female,38,1,1,57450,1,0
0,1,0,0,0,0,female,47,1,1,95694,0,0
1,1,0,0,0,0,male,67,0,1,61070,1,0
1,0,0,0,1,0,male,25,0,0,63810,0,1
1,0,0,1,0,0,male,73,0,0,65413,0,0
0,1,0,0,0,0,male,31,0,1,48646,0,0
0,0,0,0,0,1,male,24,0,0,43119,0,0
0,0,0,0,0,1,female,54,1,1,48821,0,0
1,1,0,0,0,0,female,57,1,1,35161,1,0
1,0,1,0,0,0,male,57,1,1,38040,1,0
1,1,0,0,0,0,male,45,1,1,73460,0,0
0,1,0,0,0,0,female,41,1,1,50854,1,0
0,1,0,0,0,0,male,58,1,0,85333,0,0
0,1,0,0,0,0,female,46,0,1,52465,0,0
1,0,0,0,1,0,female,86,1,1,42463,0,0
0,1,0,0,0,0,female,53,0,0,81841,0,1
0,1,0,0,0,0,female,36,1,1,60749,0,0
1,0,0,0,1,0,female,56,1,1,67333,0,0
0,1,0,0,0,0,female,45,1,1,50690,1,0
0,0,0,0,0,1,female,44,1,1,75247,0,0
1,1,0,0,0,0,female,26,1,1,48676,1,1
0,0,0,1,0,0,male,26,0,0,42670,0,0
0,1,0,0,0,0,female,30,1,1,52679,0,0
0,0,0,1,0,0,female,46,1,1,44954,0,0
0,1,0,0,0,0,male,30,1,1,79413,0,0
0,1,0,0,0,0,male,50,1,1,54120,0,0
1,1,0,0,0,0,female,22,0,0,37954,0,1
0,0,1,0,0,0,female,44,0,1,41648,0,0
0,0,0,0,0,1,male,67,1,1,53351,1,0
0,0,1,0,0,0,female,37,1,1,74315,0,0
1,1,0,0,0,0,male,48,1,1,84858,1,0
0,0,1,0,0,0,male,52,1,1,48152,1,1
0,1,0,0,0,0,male,42,1,1,61723,0,0
1,0,1,0,0,0,female,56,1,1,39223,0,0
0,0,0,0,1,0,female,60,1,1,51961,0,0
1,0,0,0,0,1,male,54,1,1,71307,0,0
1,0,1,0,0,0,female,33,0,1,43838,1,0
1,1,0,0,0,0,female,51,1,1,37411,0,0
0,0,0,0,0,1,female,49,1,0,37394,1,0
0,1,0,0,0,0,female,25,0,1,138884,0,1
0,1,0,0,0,0,female,44,1,1,52722,0,0
1,0,0,0,1,0,female,73,1,1,60335,0,0
0,0,0,1,0,0,male,62,1,1,43838,0,0
0,1,0,0,0,0,female,23,0,0,59464,0,0
0,0,0,0,1,0,male,34,1,1,92629,0,0
0,0,0,0,0,1,female,26,1,0,68383,0,0
0,0,0,0,1,0,male,54,1,1,50003,0,0
0,1,0,0,0,0,male,28,1,0,45773,0,0
1,0,0,0,0,1,male,42,1,1,53865,1,0
0,0,0,1,0,0,male,44,1,1,42463,1,0
0,1,0,0,0,0,male,42,1,1,54837,0,0
0,0,0,1,0,0,male,33,1,1,54065,1,0
0,0,0,0,0,1,female,52,0,1,63693,1,1
0,0,0,0,1,0,female,43,1,1,67893,1,0
0,1,0,0,0,0,female,30,0,0,85674,0,0
0,1,0,0,0,0,male,47,1,0,71956,1,0
1,0,0,0,1,0,male,61,1,1,53472,1,0
0,1,0,0,0,0,female,56,1,0,80809,1,0
0,1,0,0,0,0,male,38,1,0,42637,0,0
1,1,0,0,0,0,female,59,1,1,39792,1,0
0,1,0,0,0,0,female,62,1,1,69977,0,0
1,0,0,0,1,0,male,66,1,1,51094,1,0
1,1,0,0,0,0,male,58,1,1,44143,0,0
1,0,1,0,0,0,male,61,1,1,64891,1,0
1,0,0,0,0,1,male,46,1,1,57473,1,0
0,1,0,0,0,0,female,51,1,1,74315,0,1
0,1,0,0,0,0,female,41,1,1,85333,0,0
0,1,0,0,0,0,female,59,1,1,43838,1,0
0,1,0,0,0,0,male,59,1,1,55962,0,0
1,1,0,0,0,0,male,42,1,1,68383,0,1
0,1,0,0,0,0,female,48,1,1,57473,1,0
1,1,0,0,0,0,female,51,1,1,57473,1,1
0,1,0,0,0,0,male,47,1,1,43838,1,0
0,1,0,0,0,0,female,59,1,1,85592,0,0
0,1,0,0,0,0,female,61,1,1,47669,1,0
0,1,0,0,0,0,female,47,1,1,52465,0,0
1,0,0,1,0,0,male,72,1,1,47589,0,0
1,1,0,0,0,0,male,39,1,1,67893,1,0
0,1,0,0,0,0,female,52,1,1,43458,1,0
0,0,0,0,1,0,male,44,0,0,63341,0,1
0,0,0,0,0,1,female,62,1,1,52366,0,0
0,1,0,0,0,0,male,35,1,1,52579,0,0
0,0,0,0,1,0,male,71,1,1,46908,0,0
0,0,0,0,1,0,female,51,1,1,51220,1,0
0,1,0,0,0,0,male,79,1,1,43838,0,0
0,1,0,0,0,0,female,38,0,0,66333,1,0
0,0,1,0,0,0,male,58,1,0,59284,0,0
1,1,0,0,0,0,male,66,1,1,43348,1,1
0,0,0,0,1,0,female,51,0,0,62039,1,1
0,0,0,1,0,0,male,47,1,1,63560,0,0
1,1,0,0,0,0,male,30,1,0,51762,1,0
0,1,0,0,0,0,female,54,0,1,57161,0,0
1,0,1,0,0,0,male,50,1,1,49547,1,0
0,0,0,0,1,0,female,74,1,1,41719,0,0
0,1,0,0,0,0,male,46,1,1,51762,0,0
